Source.Name,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0 (05).csv,E0,01/02/2006,Man City,Newcastle,3,0,H,2,0,H,,C Foy,14,4,8,1,,,3,3,13,10,,,1,1,0,0,,,2.05,3.2,3.6,1.85,3.2,3.8,1.8,3.25,3.75,2,3.3,3.6,1.83,3.2,3.75
E0 (05).csv,E0,01/02/2006,Portsmouth,Bolton,1,1,D,0,0,D,,D Gallagher,13,8,5,2,,,6,4,12,9,,,0,0,0,0,,,2.8,3.2,2.4,2.8,3.1,2.3,2.8,3.2,2.2,2.75,3.2,2.45,2.75,3.2,2.25
E0 (05).csv,E0,04/02/2006,Birmingham,Arsenal,0,2,A,0,1,A,,M Riley,13,9,5,6,,,6,6,18,21,,,2,3,1,0,,,3.85,3.25,1.95,3.3,3.2,2,3.4,3.25,1.91,3.75,3.2,2,3.5,3.2,1.9
E0 (05).csv,E0,04/02/2006,Bolton,Wigan,1,1,D,0,0,D,,S Bennett,12,7,9,4,,,4,1,12,12,,,0,4,0,0,,,1.9,3.25,4,1.9,3.2,3.6,1.8,3.2,4,1.91,3.25,4,1.83,3.2,3.75
E0 (05).csv,E0,04/02/2006,Everton,Man City,1,0,H,1,0,H,,A Marriner,10,7,5,3,,,9,5,13,19,,,0,3,0,1,,,2.25,3.2,3.1,2.1,3.1,3.2,2,3.2,3.2,2.2,3.2,3.2,2.05,3.1,3.2
E0 (05).csv,E0,04/02/2006,Man United,Fulham,4,2,H,3,2,H,,M Atkinson,21,10,14,7,,,8,5,10,14,,,4,2,0,0,,,1.28,4.75,11,1.3,4.4,8.5,1.25,4.5,10,1.25,5.25,11,1.28,4.5,8
E0 (05).csv,E0,04/02/2006,Middlesbrough,Aston Villa,0,4,A,0,2,A,,L Mason,9,10,4,5,,,6,5,14,12,,,3,1,0,0,,,2.25,3.2,3.1,2.3,3.1,2.8,2.2,3.2,2.8,2.25,3.2,3.1,2.25,3.2,2.75
E0 (05).csv,E0,04/02/2006,Newcastle,Portsmouth,2,0,H,1,0,H,,M Halsey,14,3,10,1,,,7,1,9,8,,,0,1,0,0,,,1.83,3.35,4.25,1.7,3.4,4.3,1.73,3.2,4.33,1.75,3.5,4.5,1.72,3.3,4.2
E0 (05).csv,E0,04/02/2006,West Brom,Blackburn,2,0,H,2,0,H,,C Foy,9,10,5,4,,,4,7,16,10,,,1,1,0,0,,,2.75,3.2,2.45,2.6,3.1,2.5,2.6,3.2,2.38,2.7,3.2,2.5,2.62,3.1,2.37
E0 (05).csv,E0,04/02/2006,West Ham,Sunderland,2,0,H,0,0,D,,R Styles,11,7,7,3,,,6,5,13,11,,,1,3,0,1,,,1.55,3.6,6,1.55,3.7,5,1.5,3.4,6,1.5,3.8,6.5,1.44,3.6,6.5
E0 (05).csv,E0,05/02/2006,Chelsea,Liverpool,2,0,H,1,0,H,,A Wiley,10,12,6,2,,,5,5,14,17,,,1,2,0,1,,,1.8,3.1,4.85,1.8,3.2,4,1.73,3.1,4.5,1.8,3.2,4.75,1.8,2.9,4.5
E0 (05).csv,E0,05/02/2006,Tottenham,Charlton,3,1,H,2,0,H,,P Dowd,14,7,10,5,,,5,2,13,13,,,0,3,0,0,,,1.73,3.3,5,1.75,3.3,4.2,1.73,3.1,4.5,1.7,3.4,5,1.61,3.3,5
E0 (05).csv,E0,08/02/2006,Charlton,Liverpool,2,0,H,2,0,H,,A Marriner,6,13,2,5,,,1,10,12,13,,,2,2,0,0,,,4.85,3.3,1.75,4.3,3.4,1.7,4.33,3.2,1.73,4.8,3.3,1.75,5,3.3,1.61
E0 (05).csv,E0,11/02/2006,Arsenal,Bolton,1,1,D,0,1,A,,H Webb,16,5,10,3,,,8,6,14,12,,,2,2,0,0,,,1.53,3.65,6.5,1.55,3.7,5,1.57,3.25,5.5,1.5,3.8,6.5,1.53,3.5,5.5
E0 (05).csv,E0,11/02/2006,Aston Villa,Newcastle,1,2,A,1,2,A,,M Riley,13,9,7,6,,,11,7,23,20,,,4,2,0,1,,,2.1,3.25,3.4,2,3.2,3.3,1.8,3.25,3.75,2.1,3.25,3.4,2,3.2,3.2
E0 (05).csv,E0,11/02/2006,Everton,Blackburn,1,0,H,1,0,H,,P Walton,5,18,2,5,,,6,10,8,14,,,4,2,1,0,,,2.25,3.2,3.1,2.3,3.1,2.8,2.1,3,3.2,2.25,3.2,3.1,2.1,3.1,3.1
E0 (05).csv,E0,11/02/2006,Fulham,West Brom,6,1,H,2,0,H,,G Poll,11,11,7,6,,,4,7,19,14,,,3,2,0,0,,,1.83,3.3,4.33,1.85,3.2,3.8,1.73,3.2,4.33,1.83,3.25,4.33,1.66,3.3,4.5
E0 (05).csv,E0,11/02/2006,Middlesbrough,Chelsea,3,0,H,2,0,H,,S Bennett,7,17,6,10,,,5,9,17,7,,,0,3,0,0,,,7.75,4.25,1.4,6.5,4,1.4,7,3.75,1.4,8.5,4,1.4,7,4,1.36
E0 (05).csv,E0,11/02/2006,Portsmouth,Man United,1,3,A,0,3,A,,U Rennie,15,6,6,4,,,16,2,12,16,,,0,0,0,0,,,6.5,3.75,1.52,5,3.7,1.55,6.5,3.6,1.44,6.5,3.8,1.5,6,3.4,1.5
E0 (05).csv,E0,11/02/2006,Wigan,Liverpool,0,1,A,0,1,A,,R Styles,5,7,1,6,,,4,3,8,3,,,2,0,0,0,,,4,3.25,1.91,3.3,3.2,2,3.75,3.25,1.8,3.8,3.25,1.95,3.6,3.1,1.9
E0 (05).csv,E0,12/02/2006,Man City,Charlton,3,2,H,1,0,H,,M Dean,16,12,10,7,,,11,1,12,15,,,0,0,0,0,,,1.9,3.3,4,1.85,3.2,3.8,1.73,3.2,4.33,1.91,3.25,4,1.8,3.3,3.75
E0 (05).csv,E0,12/02/2006,Sunderland,Tottenham,1,1,D,0,1,A,,A Marriner,9,10,5,7,,,5,0,16,9,,,2,1,0,0,,,6,3.5,1.6,4.5,3.5,1.65,4.5,3.25,1.67,6,3.6,1.57,5.5,3.5,1.53
E0 (05).csv,E0,13/02/2006,West Ham,Birmingham,3,0,H,1,0,H,,D Gallagher,13,17,8,7,,,4,6,10,7,,,0,2,0,0,,,1.85,3.3,4.25,1.8,3.2,4,1.73,3.2,4.33,1.8,3.4,4.33,1.72,3.1,4.5
E0 (05).csv,E0,14/02/2006,Liverpool,Arsenal,1,0,H,0,0,D,,G Poll,22,6,9,2,,,13,1,12,15,,,0,1,0,0,,,2.1,3.1,3.6,2,3.2,3.3,1.91,3.25,3.4,2.1,3.1,3.5,2,3,3.4
E0 (05).csv,E0,15/02/2006,Blackburn,Sunderland,2,0,H,1,0,H,,K Stroud,12,5,6,1,,,6,2,16,19,,,1,2,0,0,,,1.48,3.75,7.5,1.45,3.9,6,1.44,3.6,6.5,1.44,4,7.5,1.36,4,7
E0 (05).csv,E0,19/02/2006,Tottenham,Wigan,2,2,D,1,1,D,,U Rennie,10,8,4,5,,,4,3,12,14,,,1,1,0,0,,,1.7,3.5,5,1.7,3.4,4.3,1.67,3.25,4.5,1.67,3.6,5,1.7,3.2,4.5
E0 (05).csv,E0,22/02/2006,Newcastle,Charlton,0,0,D,0,0,D,,U Rennie,13,7,8,4,,,5,6,13,13,,,1,2,0,0,,,1.85,3.25,4.2,1.85,3.2,3.8,1.8,3.2,4,1.85,3.25,4.33,1.8,3.1,4
E0 (05).csv,E0,25/02/2006,Birmingham,Sunderland,1,0,H,1,0,H,,S Bennett,14,8,7,4,,,6,2,13,14,,,0,3,0,0,,,1.7,3.45,5,1.7,3.4,4.3,1.67,3.25,4.5,1.67,3.6,5,1.61,3.3,5
E0 (05).csv,E0,25/02/2006,Blackburn,Arsenal,1,0,H,1,0,H,,U Rennie,6,10,2,3,,,3,5,23,10,,,3,2,0,0,,,3.1,3.2,2.25,2.8,3.1,2.3,2.75,3.25,2.2,3.2,3.2,2.2,2.75,3.2,2.25
E0 (05).csv,E0,25/02/2006,Charlton,Aston Villa,0,0,D,0,0,D,,C Foy,13,11,6,7,,,1,8,9,9,,,0,1,0,0,,,2.2,3.2,3.2,2.2,3.1,3,2.1,3.2,3,2.1,3.2,3.4,2.05,3.1,3.2
E0 (05).csv,E0,25/02/2006,Chelsea,Portsmouth,2,0,H,0,0,D,,M Riley,17,5,8,1,,,6,7,7,13,,,0,1,0,0,,,1.16,6.75,16,1.15,6,13,1.12,6,15,1.14,6.5,19,1.12,6,15
E0 (05).csv,E0,25/02/2006,Newcastle,Everton,2,0,H,0,0,D,,G Poll,18,12,10,6,,,6,4,26,15,,,1,1,0,0,,,2.1,3.2,3.5,2.2,3.1,3,2,3.2,3.2,2.1,3.2,3.4,2.05,3.1,3.2
E0 (05).csv,E0,26/02/2006,Bolton,Fulham,2,1,H,1,1,D,,P Dowd,13,10,5,6,,,8,5,13,13,,,1,1,0,0,,,1.85,3.25,4.33,1.85,3.2,3.8,1.67,3.25,4.5,1.75,3.4,4.6,1.72,3.1,4.5
E0 (05).csv,E0,26/02/2006,Liverpool,Man City,1,0,H,1,0,H,,D Gallagher,20,6,12,3,,,12,2,4,16,,,0,2,0,1,,,1.57,3.5,6.5,1.55,3.7,5,1.5,3.4,6,1.53,3.6,6.5,1.5,3.4,6
E0 (05).csv,E0,26/02/2006,West Brom,Middlesbrough,0,2,A,0,2,A,,M Dean,17,5,9,4,,,6,3,7,14,,,0,2,1,0,,,2.4,3.2,2.85,2.4,3.1,2.7,2.38,3.2,2.6,2.38,3.2,2.88,2.3,3.1,2.75
E0 (05).csv,E0,04/03/2006,Aston Villa,Portsmouth,1,0,H,1,0,H,,M Dean,17,11,8,6,,,16,10,15,14,,,1,1,0,0,,,1.73,3.3,5,1.7,3.4,4.3,1.62,3.25,5,1.67,3.6,5,1.61,3.3,5
E0 (05).csv,E0,04/03/2006,Fulham,Arsenal,0,4,A,0,2,A,,R Styles,7,18,4,11,,,0,7,11,15,,,0,1,0,0,,,3.25,3.25,2.15,2.8,3.1,2.3,3,3.2,2.1,3.05,3.35,2.2,2.87,3.1,2.2
E0 (05).csv,E0,04/03/2006,Liverpool,Charlton,0,0,D,0,0,D,,M Atkinson,21,3,10,1,,,12,5,5,14,,,1,1,0,0,,,1.5,3.75,7,1.5,3.8,5.5,1.4,3.75,7,1.45,3.8,7.6,1.4,3.75,7
E0 (05).csv,E0,04/03/2006,Middlesbrough,Birmingham,1,0,H,1,0,H,,G Poll,12,14,6,5,,,3,4,12,12,,,0,0,0,0,,,1.9,3.25,4.1,1.85,3.2,3.8,1.73,3.4,4,1.91,3.25,4,1.83,3.2,3.75
E0 (05).csv,E0,04/03/2006,Newcastle,Bolton,3,1,H,2,0,H,,A Wiley,9,11,5,3,,,11,5,18,13,,,2,1,0,0,,,2.25,3.2,3.1,2.2,3.1,3,2.2,3.2,2.8,2.25,3.2,3.1,2.2,3.1,2.87
E0 (05).csv,E0,04/03/2006,West Brom,Chelsea,1,2,A,0,0,D,,M Halsey,6,7,2,5,,,6,4,12,10,,,1,0,0,1,,,8.5,4.25,1.38,6.5,3.9,1.43,7,3.75,1.4,8.5,4.33,1.36,7.5,4.2,1.33
E0 (05).csv,E0,04/03/2006,West Ham,Everton,2,2,D,2,1,H,,M Riley,7,13,3,5,,,1,9,12,10,,,3,3,0,0,,,2.1,3.2,3.5,2.1,3.1,3.2,2,3.2,3.2,2.1,3.2,3.4,1.9,3.1,3.6
E0 (05).csv,E0,05/03/2006,Man City,Sunderland,2,1,H,2,1,H,,C Foy,15,6,7,3,,,6,3,11,16,,,1,3,0,1,,,1.44,4,7.5,1.45,3.9,6,1.36,3.75,8,1.36,4.33,8.5,1.36,3.75,8
E0 (05).csv,E0,05/03/2006,Tottenham,Blackburn,3,2,H,2,1,H,,H Webb,10,6,5,4,,,6,9,14,12,,,2,3,0,0,,,1.95,3.25,3.9,1.9,3.2,3.6,1.8,3.2,4,1.91,3.25,4,1.9,3.1,3.6
E0 (05).csv,E0,06/03/2006,Wigan,Man United,1,2,A,0,0,D,,S Bennett,18,9,7,2,,,6,2,22,13,,,5,3,0,0,,,5,3.3,1.73,4.2,3.3,1.75,4.5,3.25,1.67,4.6,3.6,1.7,4.5,3.3,1.66
E0 (05).csv,E0,11/03/2006,Birmingham,West Brom,1,1,D,0,0,D,,P Dowd,6,10,1,4,,,6,11,12,22,,,2,3,0,0,,,2,3.2,3.75,2,3.2,3.3,1.91,3.2,3.5,2,3.2,3.75,1.9,3,3.75
E0 (05).csv,E0,11/03/2006,Blackburn,Aston Villa,2,0,H,0,0,D,,D Gallagher,12,12,5,5,,,3,6,10,16,,,0,1,0,0,,,1.9,3.2,4.25,1.85,3.2,3.8,1.8,3.25,3.75,1.83,3.25,4.33,1.72,3.25,4.2
E0 (05).csv,E0,11/03/2006,Bolton,West Ham,4,1,H,3,0,H,,M Dean,19,9,10,5,,,7,6,12,18,,,1,5,0,0,,,2.05,3.1,3.75,2.1,3.1,3.2,2,3.2,3.2,2,3.2,3.75,1.95,3.25,3.3
E0 (05).csv,E0,11/03/2006,Chelsea,Tottenham,2,1,H,1,1,D,,G Poll,13,4,10,3,,,4,4,11,16,,,2,0,0,0,,,1.5,3.75,7,1.5,3.8,5.5,1.4,3.75,7,1.44,4,7.5,1.36,4,7
E0 (05).csv,E0,11/03/2006,Everton,Fulham,3,1,H,2,0,H,,U Rennie,15,8,7,3,,,8,4,15,12,,,2,2,0,0,,,1.9,3.25,4.1,1.8,3.2,4,1.67,3.25,4.5,1.85,3.25,4.33,1.72,3.25,4.2
E0 (05).csv,E0,11/03/2006,Portsmouth,Man City,2,1,H,0,0,D,,M Halsey,12,9,5,4,,,8,1,11,7,,,0,0,0,0,,,2.85,3.2,2.4,2.6,3.1,2.5,2.75,3.25,2.2,2.88,3.2,2.38,2.62,3.1,2.37
E0 (05).csv,E0,11/03/2006,Sunderland,Wigan,0,1,A,0,1,A,,M Riley,13,5,9,2,,,5,2,14,13,,,1,0,0,0,,,3.1,3.2,2.25,2.7,3.2,2.3,2.8,3.2,2.2,3.1,3.25,2.2,2.75,3.2,2.25
E0 (05).csv,E0,12/03/2006,Arsenal,Liverpool,2,1,H,1,0,H,,S Bennett,11,8,4,3,,,5,0,8,18,,,0,2,0,1,,,2.25,3.2,3.1,2.2,3,3.1,2.1,3.2,3,2.25,3.2,3.1,2.2,3,3
E0 (05).csv,E0,12/03/2006,Charlton,Middlesbrough,2,1,H,0,0,D,,A Wiley,5,9,3,7,,,0,4,16,20,,,2,1,0,0,,,2.25,3.2,3.1,2.2,3,3.1,2.1,3.2,3,2.2,3.2,3.2,1.95,3.25,3.3
E0 (05).csv,E0,12/03/2006,Man United,Newcastle,2,0,H,2,0,H,,R Styles,28,5,12,2,,,5,7,6,11,,,0,1,0,0,,,1.44,3.9,7.85,1.4,4,6.5,1.4,4,6.5,1.4,4.2,8,1.4,3.75,7
E0 (05).csv,E0,15/03/2006,Liverpool,Fulham,5,1,H,2,1,H,,A Wiley,19,8,10,4,,,8,2,8,12,,,0,3,0,0,,,1.38,4.33,8,1.37,3.9,7.5,1.4,3.75,7,1.4,4,8.5,1.3,4.2,8.5
E0 (05).csv,E0,18/03/2006,Arsenal,Charlton,3,0,H,2,0,H,,D Gallagher,16,2,9,1,,,8,1,6,10,,,0,1,0,0,,,1.36,4.33,9,1.3,4.4,8.5,1.36,3.75,8,1.36,4.2,9,1.28,4.5,8
E0 (05).csv,E0,18/03/2006,Birmingham,Tottenham,0,2,A,0,0,D,,U Rennie,6,9,4,6,,,10,4,11,9,,,2,0,0,0,,,3.2,3.1,2.25,2.8,3,2.4,2.8,3.2,2.2,3.2,3.2,2.2,3,3,2.2
E0 (05).csv,E0,18/03/2006,Blackburn,Middlesbrough,3,2,H,2,1,H,,C Foy,5,7,3,5,,,6,4,11,11,,,3,3,1,0,,,1.8,3.3,4.5,1.7,3.4,4.3,1.8,3.2,4,1.85,3.4,4,1.7,3.2,4.5
E0 (05).csv,E0,18/03/2006,Bolton,Sunderland,2,0,H,0,0,D,,P Dowd,16,6,7,3,,,7,6,9,18,,,1,4,0,0,,,1.36,4.33,8.5,1.3,4.4,8.5,1.4,3.75,7,1.36,4.33,8.5,1.33,4,8
E0 (05).csv,E0,18/03/2006,Everton,Aston Villa,4,1,H,3,0,H,,R Styles,12,9,7,7,,,4,9,6,11,,,1,3,0,0,,,1.87,3.3,4.15,1.9,3.2,3.6,1.8,3.2,4,1.85,3.3,4.2,1.8,3.1,4
E0 (05).csv,E0,18/03/2006,Man City,Wigan,0,1,A,0,0,D,,M Atkinson,7,10,1,4,,,6,7,12,14,,,2,0,0,0,,,2.05,3.25,3.55,2.1,3.1,3.2,1.91,3.2,3.5,2.05,3.3,3.5,1.9,3.1,3.6
E0 (05).csv,E0,18/03/2006,West Brom,Man United,1,2,A,0,1,A,,H Webb,8,20,3,9,,,6,8,12,12,,,1,3,0,0,,,7,3.75,1.5,5,3.7,1.55,6.5,3.6,1.44,6.5,3.8,1.5,6.5,3.6,1.44
E0 (05).csv,E0,18/03/2006,West Ham,Portsmouth,2,4,A,0,3,A,,A Wiley,13,12,6,8,,,5,4,13,12,,,1,1,0,0,,,1.87,3.25,4.25,2,3.2,3.3,1.73,3.4,4,1.95,3.2,4,1.83,3.2,3.75
E0 (05).csv,E0,19/03/2006,Fulham,Chelsea,1,0,H,1,0,H,,M Dean,7,10,4,4,,,0,16,12,13,,,1,4,0,1,,,7,4,1.44,5.5,3.8,1.5,6.5,3.6,1.44,7.5,4,1.44,6.5,3.6,1.44
E0 (05).csv,E0,19/03/2006,Newcastle,Liverpool,1,3,A,1,2,A,,M Riley,8,12,4,6,,,2,1,21,18,,,2,3,1,0,,,2.95,3.2,2.35,2.8,3.1,2.3,3,3.2,2.1,2.88,3.2,2.38,2.87,3,2.25
E0 (05).csv,E0,25/03/2006,Aston Villa,Fulham,0,0,D,0,0,D,,L Mason,10,9,6,3,,,8,4,11,8,,,0,0,0,0,,,1.97,3.25,3.75,1.9,3.2,3.6,1.83,3.2,3.75,1.95,3.25,3.8,1.9,3.1,3.6
E0 (05).csv,E0,25/03/2006,Chelsea,Man City,2,0,H,2,0,H,,R Styles,19,5,10,4,,,11,1,5,10,,,1,3,0,1,,,1.28,5,10,1.3,4.2,9.5,1.29,4.33,9,1.28,5,10,1.25,4.5,10
E0 (05).csv,E0,25/03/2006,Liverpool,Everton,3,1,H,1,0,H,,P Dowd,17,8,10,5,,,5,3,12,25,,,3,7,1,1,,,1.6,3.5,6,1.65,3.4,4.7,1.62,3.25,5,1.57,3.6,6,1.53,3.25,6
E0 (05).csv,E0,25/03/2006,Sunderland,Blackburn,0,1,A,0,1,A,,P Walton,10,7,6,4,,,4,4,12,17,,,4,1,0,0,,,5,3.5,1.67,4.3,3.4,1.7,4.33,3.2,1.73,5.25,3.4,1.67,4.5,3.2,1.7
E0 (05).csv,E0,25/03/2006,Wigan,West Ham,1,2,A,1,0,H,,D Gallagher,12,5,8,3,,,4,1,10,20,,,3,0,0,0,,,2.05,3.25,3.4,2.1,3.1,3.2,1.91,3.25,3.4,2.05,3.25,3.5,1.95,3.1,3.5
E0 (05).csv,E0,26/03/2006,Charlton,Newcastle,3,1,H,2,1,H,,M Halsey,11,15,5,8,,,5,5,12,13,,,1,1,0,0,,,2.3,3.25,3,2.2,3.1,3,2.1,3.2,3,2.3,3.2,3,2.1,3.1,3.1
E0 (05).csv,E0,26/03/2006,Man United,Birmingham,3,0,H,2,0,H,,M Dean,8,7,5,5,,,2,9,14,11,,,0,3,0,0,,,1.2,6,15,1.2,5.2,11,1.17,5.5,12,1.17,6,17,1.2,5,11
E0 (05).csv,E0,26/03/2006,Middlesbrough,Bolton,4,3,H,2,1,H,,H Webb,15,11,10,6,,,1,6,11,12,,,2,2,0,0,,,2.45,3.2,2.7,2.3,3.1,2.8,2.25,3.2,2.75,2.4,3.25,2.8,2.5,3.25,2.4
E0 (05).csv,E0,27/03/2006,Tottenham,West Brom,2,1,H,0,1,A,,C Foy,11,13,8,8,,,6,5,10,14,,,0,2,0,0,,,1.44,3.75,8,1.4,4,6.5,1.4,3.75,7,1.44,4,7.5,1.4,3.6,7.5
E0 (05).csv,E0,29/03/2006,Man United,West Ham,1,0,H,1,0,H,,G Poll,23,9,13,3,,,3,6,10,12,,,0,0,0,0,,,1.3,5,9,1.33,4.2,8,1.33,4,8,1.3,5,9,1.36,4,7
E0 (05).csv,E0,01/04/2006,Arsenal,Aston Villa,5,0,H,2,0,H,,M Atkinson,20,9,16,4,,,8,8,9,11,,,0,1,0,0,,,1.3,4.7,10,1.35,4.2,7.5,1.25,4.5,10,1.25,5,12,1.3,4.2,8.5
E0 (05).csv,E0,01/04/2006,Birmingham,Chelsea,0,0,D,0,0,D,,D Gallagher,4,13,1,4,,,2,8,11,6,,,0,0,0,0,,,9,4.5,1.33,6.5,4,1.4,8,4,1.33,10,4.75,1.3,8,4,1.33
E0 (05).csv,E0,01/04/2006,Bolton,Man United,1,2,A,1,1,D,,A Wiley,7,14,2,10,,,3,5,17,11,,,1,2,0,0,,,4,3.25,1.9,3.8,3.2,1.85,4.33,3.2,1.73,4,3.4,1.85,3.5,3.2,1.9
E0 (05).csv,E0,01/04/2006,Everton,Sunderland,2,2,D,2,1,H,,M Halsey,16,16,8,8,,,4,4,8,10,,,0,0,0,0,,,1.36,4.3,8.5,1.37,4.1,7,1.29,4.33,9,1.33,4.5,9,1.33,4,8
E0 (05).csv,E0,01/04/2006,Fulham,Portsmouth,1,3,A,1,2,A,,C Foy,10,10,4,7,,,7,8,9,16,,,2,2,1,0,,,1.9,3.25,4.1,1.8,3.2,4,1.73,3.5,3.75,1.83,3.4,4.2,1.72,3.4,4
E0 (05).csv,E0,01/04/2006,Newcastle,Tottenham,3,1,H,3,1,H,,M Dean,14,10,11,5,,,5,3,11,12,,,2,3,0,1,,,2.6,3.2,2.6,2.4,3.2,2.6,2.5,3.2,2.5,2.5,3.3,2.62,2.4,3.1,2.6
E0 (05).csv,E0,01/04/2006,West Brom,Liverpool,0,2,A,0,2,A,,U Rennie,8,13,4,4,,,1,4,11,8,,,0,0,0,0,,,6,3.6,1.57,4.8,3.6,1.6,6,3.4,1.5,6,3.6,1.57,5.5,3.5,1.53
E0 (05).csv,E0,02/04/2006,Man City,Middlesbrough,0,1,A,0,1,A,,M Riley,9,16,2,9,,,2,9,15,17,,,0,1,0,0,,,2.1,3.25,3.4,1.85,3.2,3.8,2,3.2,3.2,2,3.2,3.75,1.9,3.25,3.4
E0 (05).csv,E0,02/04/2006,West Ham,Charlton,0,0,D,0,0,D,,R Styles,16,8,7,2,,,12,8,9,6,,,0,1,0,0,,,2.1,3.2,3.45,2.1,3.1,3.2,1.91,3.2,3.5,2.1,3.2,3.4,1.9,3.1,3.6
E0 (05).csv,E0,03/04/2006,Blackburn,Wigan,1,1,D,0,0,D,,P Dowd,11,12,5,4,,,12,3,13,19,,,0,2,0,0,,,1.8,3.3,4.5,1.8,3.2,4,1.73,3.2,4.33,1.8,3.3,4.5,1.8,3.1,4
E0 (05).csv,E0,04/04/2006,Birmingham,Bolton,1,0,H,1,0,H,,C Foy,7,8,2,1,,,5,2,12,7,,,1,0,0,0,,,2.75,3.25,2.45,2.4,3.2,2.6,2.75,3.2,2.25,2.8,3.25,2.4,2.62,3.1,2.37
E0 (05).csv,E0,08/04/2006,Charlton,Everton,0,0,D,0,0,D,,P Walton,9,7,4,3,,,6,4,16,16,,,0,2,0,0,,,2.3,3.2,3,2.4,3.1,2.7,2.2,3.2,2.8,2.3,3.2,3,2.3,3.2,2.62
E0 (05).csv,E0,08/04/2006,Portsmouth,Blackburn,2,2,D,1,1,D,,S Bennett,22,4,12,3,,,7,3,12,10,,,1,3,0,0,,,2.5,3.25,2.65,2.4,3.2,2.6,2.38,3.2,2.6,2.5,3.3,2.62,2.3,3.2,2.62
E0 (05).csv,E0,08/04/2006,Tottenham,Man City,2,1,H,1,0,H,,D Gallagher,23,14,19,6,,,8,5,4,16,,,0,3,0,0,,,1.63,3.5,5.5,1.55,3.7,5,1.57,3.5,5,1.67,3.4,5.25,1.61,3.3,5
E0 (05).csv,E0,08/04/2006,Wigan,Birmingham,1,1,D,0,0,D,,H Webb,13,11,6,5,,,13,7,16,9,,,0,2,0,0,,,1.9,3.4,3.85,1.95,3.3,3.5,1.67,3.6,4,1.85,3.4,4,1.83,3.4,3.5
E0 (05).csv,E0,09/04/2006,Aston Villa,West Brom,0,0,D,0,0,D,,M Halsey,6,7,3,4,,,6,10,15,10,,,1,2,0,0,,,1.95,3.25,3.8,1.9,3.1,3.8,1.83,3.2,3.75,1.95,3.3,3.75,2,3.1,3.3
E0 (05).csv,E0,09/04/2006,Chelsea,West Ham,4,1,H,2,1,H,,C Foy,14,6,5,4,,,5,5,7,14,,,0,2,1,0,,,1.25,5,12,1.25,4.7,10,1.3,4,10,1.25,5,12,1.25,4.5,10
E0 (05).csv,E0,09/04/2006,Liverpool,Bolton,1,0,H,1,0,H,,R Styles,17,7,7,4,,,3,2,6,6,,,1,1,0,0,,,1.52,3.75,6.5,1.5,3.8,5.5,1.5,3.4,6,1.5,3.8,6.5,1.5,3.4,6
E0 (05).csv,E0,09/04/2006,Man United,Arsenal,2,0,H,0,0,D,,G Poll,14,10,8,3,,,5,3,16,16,,,3,1,0,0,,,2,3.25,3.75,2,3.2,3.3,1.91,3.2,3.5,1.95,3.25,3.8,1.9,3.1,3.6
E0 (05).csv,E0,09/04/2006,Middlesbrough,Newcastle,1,2,A,0,2,A,,A Wiley,13,14,8,5,,,6,5,14,21,,,2,4,0,0,,,2.35,3.2,2.9,2.35,3.1,2.75,2.25,3.2,2.75,2.38,3.2,2.88,2.25,3.2,2.75
E0 (05).csv,E0,12/04/2006,Portsmouth,Arsenal,1,1,D,0,1,A,,U Rennie,10,9,4,3,,,3,10,9,9,,,1,1,0,0,,,5.25,3.6,1.65,4.5,3.5,1.65,4.33,3.4,1.67,5,3.8,1.62,4.33,3.4,1.66
E0 (05).csv,E0,14/04/2006,Man United,Sunderland,0,0,D,0,0,D,,R Styles,24,12,11,3,,,16,2,6,13,,,0,1,0,0,,,1.1,7.5,26,1.1,7,15,1.1,7,15,1.1,8,23,1.1,6.5,17
E0 (05).csv,E0,15/04/2006,Arsenal,West Brom,3,1,H,1,0,H,,M Dean,16,8,10,1,,,5,1,8,6,,,2,1,0,0,,,1.22,5.5,13,1.27,4.6,9,1.2,5,11,1.25,5.25,11,1.25,4.5,10
E0 (05).csv,E0,15/04/2006,Bolton,Chelsea,0,2,A,0,1,A,,P Dowd,7,5,4,3,,,4,1,19,15,,,3,3,1,0,,,5.5,3.5,1.65,5,3.3,1.65,4.5,3.5,1.62,5.5,3.6,1.62,5.5,3.3,1.57
E0 (05).csv,E0,15/04/2006,Everton,Tottenham,0,1,A,0,1,A,,H Webb,8,10,4,6,,,7,9,16,9,,,2,1,0,0,,,2.7,3.1,2.6,2.5,3.1,2.6,2.25,3.2,2.75,2.6,3.2,2.6,2.37,3.1,2.62
E0 (05).csv,E0,15/04/2006,Fulham,Charlton,2,1,H,2,1,H,,M Atkinson,6,10,4,7,,,2,12,12,16,,,0,0,0,0,,,2.1,3.2,3.4,2.1,3.1,3.2,2.1,3.2,3,2.1,3.2,3.4,2.1,3.2,3
